label
ABC
UNC
UNC
UNC
MHG
MHG
GCB
GCB
GCB
GCB
MHG
ABC
ABC
MHG
ABC
UNC
GCB
ABC
GCB
GCB
GCB
ABC
ABC
ABC
ABC
ABC
ABC
ABC
ABC
ABC
GCB
ABC
UNC
ABC
UNC
UNC
GCB
GCB
ABC
MHG
ABC
GCB
GCB
GCB
GCB
GCB
ABC
GCB
GCB
ABC
ABC
ABC
GCB
GCB
GCB
GCB
GCB
UNC
ABC
UNC
UNC
ABC
ABC
ABC
GCB
UNC
MHG
ABC
ABC
GCB
ABC
UNC
UNC
ABC
ABC
ABC
UNC
GCB
GCB
ABC
ABC
GCB
MHG
MHG
ABC
GCB
UNC
GCB
UNC
GCB
GCB
MHG
MHG
GCB
UNC
GCB
UNC
GCB
ABC
ABC
GCB
GCB
GCB
ABC
ABC
GCB
GCB
ABC
UNC
ABC
UNC
MHG
ABC
UNC
ABC
GCB
UNC
ABC
ABC
UNC
ABC
UNC
GCB
ABC
GCB
GCB
GCB
ABC
UNC
UNC
UNC
UNC
GCB
ABC
ABC
GCB
GCB
ABC
GCB
GCB
MHG
ABC
ABC
MHG
MHG
UNC
GCB
MHG
GCB
GCB
ABC
GCB
MHG
UNC
GCB
MHG
MHG
MHG
GCB
GCB
GCB
GCB
GCB
ABC
ABC
ABC
ABC
GCB
GCB
MHG
GCB
MHG
UNC
ABC
GCB
ABC
GCB
ABC
GCB
UNC
UNC
GCB
GCB
MHG
GCB
GCB
UNC
GCB
ABC
GCB
ABC
MHG
GCB
UNC
GCB
GCB
GCB
UNC
GCB
ABC
ABC
GCB
ABC
GCB
ABC
GCB
GCB
MHG
GCB
UNC
GCB
ABC
GCB
UNC
MHG
MHG
GCB
GCB
ABC
UNC
ABC
ABC
GCB
GCB
MHG
UNC
ABC
ABC
GCB
MHG
GCB
GCB
ABC
ABC
GCB
ABC
UNC
GCB
UNC
ABC
UNC
ABC
GCB
MHG
UNC
GCB
GCB
MHG
ABC
GCB
UNC
ABC
GCB
GCB
ABC
ABC
GCB
UNC
GCB
GCB
GCB
GCB
ABC
GCB
ABC
ABC
GCB
ABC
ABC
GCB
UNC
ABC
UNC
GCB
GCB
GCB
ABC
UNC
ABC
GCB
UNC
UNC
UNC
ABC
ABC
ABC
UNC
GCB
UNC
ABC
ABC
GCB
UNC
UNC
GCB
GCB
UNC
UNC
UNC
MHG
GCB
GCB
ABC
GCB
GCB
GCB
MHG
GCB
GCB
GCB
UNC
ABC
GCB
UNC
MHG
GCB
UNC
GCB
GCB
GCB
UNC
ABC
UNC
GCB
UNC
UNC
MHG
MHG
ABC
GCB
GCB
UNC
ABC
ABC
GCB
GCB
GCB
GCB
GCB
ABC
ABC
UNC
GCB
UNC
UNC
UNC
GCB
GCB
GCB
ABC
GCB
GCB
GCB
GCB
GCB
GCB
ABC
MHG
ABC
ABC
UNC
ABC
GCB
GCB
GCB
GCB
ABC
ABC
UNC
GCB
GCB
UNC
GCB
GCB
MHG
ABC
ABC
GCB
GCB
UNC
UNC
ABC
GCB
GCB
GCB
MHG
MHG
ABC
ABC
GCB
GCB
UNC
UNC
ABC
UNC
GCB
GCB
GCB
UNC
UNC
GCB
UNC
UNC
GCB
GCB
MHG
GCB
UNC
UNC
UNC
ABC
UNC
GCB
UNC
GCB
GCB
GCB
ABC
MHG
UNC
ABC
ABC
ABC
GCB
UNC
GCB
GCB
UNC
UNC
UNC
UNC
ABC
ABC
GCB
GCB
UNC
GCB
ABC
ABC
GCB
ABC
GCB
ABC
GCB
GCB
GCB
ABC
GCB
ABC
GCB
GCB
UNC
MHG
GCB
ABC
GCB
ABC
MHG
ABC
GCB
UNC
GCB
GCB
MHG
GCB
UNC
UNC
UNC
GCB
UNC
GCB
GCB
UNC
UNC
ABC
UNC
MHG
GCB
GCB
UNC
UNC
UNC
UNC
UNC
UNC
UNC
MHG
MHG
UNC
UNC
ABC
ABC
ABC
MHG
UNC
MHG
UNC
UNC
UNC
ABC
UNC
UNC
UNC
ABC
UNC
UNC
UNC
ABC
GCB
GCB
ABC
GCB
ABC
UNC
GCB
GCB
ABC
ABC
UNC
GCB
ABC
ABC
GCB
GCB
GCB
UNC
GCB
UNC
GCB
ABC
GCB
GCB
UNC
UNC
GCB
ABC
UNC
UNC
GCB
UNC
GCB
UNC
GCB
UNC
GCB
GCB
GCB
GCB
GCB
ABC
UNC
UNC
GCB
GCB
UNC
GCB
UNC
UNC
GCB
GCB
UNC
UNC
ABC
ABC
GCB
GCB
UNC
UNC
GCB
GCB
GCB
UNC
UNC
ABC
GCB
ABC
GCB
UNC
GCB
UNC
UNC
GCB
GCB
UNC
ABC
GCB
UNC
ABC
ABC
ABC
GCB
GCB
GCB
UNC
GCB
GCB
UNC
GCB
GCB
ABC
UNC
UNC
MHG
ABC
ABC
GCB
GCB
ABC
ABC
GCB
UNC
ABC
GCB
GCB
ABC
MHG
GCB
UNC
UNC
GCB
MHG
GCB
GCB
GCB
GCB
ABC
ABC
ABC
MHG
ABC
UNC
GCB
UNC
GCB
GCB
ABC
GCB
GCB
GCB
UNC
GCB
ABC
GCB
ABC
ABC
UNC
GCB
GCB
ABC
ABC
GCB
UNC
GCB
UNC
UNC
GCB
GCB
MHG
GCB
UNC
GCB
UNC
GCB
ABC
UNC
ABC
MHG
ABC
UNC
UNC
ABC
ABC
UNC
GCB
GCB
UNC
UNC
MHG
GCB
ABC
GCB
GCB
ABC
ABC
GCB
UNC
GCB
GCB
UNC
ABC
ABC
UNC
MHG
UNC
UNC
UNC
GCB
GCB
ABC
ABC
GCB
ABC
ABC
ABC
UNC
GCB
GCB
GCB
GCB
ABC
ABC
GCB
ABC
MHG
ABC
ABC
MHG
GCB
ABC
GCB
UNC
UNC
ABC
GCB
GCB
GCB
UNC
UNC
GCB
ABC
UNC
GCB
ABC
ABC
GCB
GCB
ABC
UNC
GCB
GCB
ABC
UNC
GCB
ABC
ABC
GCB
GCB
GCB
UNC
GCB
UNC
ABC
GCB
GCB
UNC
GCB
ABC
GCB
GCB
GCB
GCB
ABC
ABC
GCB
GCB
GCB
GCB
MHG
GCB
MHG
GCB
MHG
ABC
ABC
UNC
GCB
GCB
GCB
ABC
MHG
UNC
MHG
UNC
ABC
GCB
GCB
UNC
UNC
UNC
GCB
GCB
UNC
UNC
ABC
UNC
ABC
ABC
ABC
MHG
MHG
ABC
GCB
GCB
GCB
GCB
ABC
ABC
GCB
ABC
ABC
ABC
MHG
UNC
GCB
GCB
GCB
UNC
GCB
GCB
ABC
ABC
UNC
UNC
MHG
GCB
MHG
ABC
MHG
ABC
MHG
GCB
GCB
UNC
GCB
ABC
MHG
UNC
UNC
UNC
MHG
ABC
MHG
UNC
UNC
UNC
GCB
UNC
UNC
ABC
GCB
ABC
ABC
ABC
UNC
ABC
GCB
ABC
UNC
UNC
GCB
UNC
ABC
ABC
GCB
UNC
ABC
ABC
GCB
UNC
GCB
ABC
GCB
ABC
GCB
GCB
GCB
ABC
ABC
UNC
UNC
GCB
GCB
GCB
ABC
ABC
GCB
ABC
GCB
GCB
UNC
GCB
GCB
UNC
GCB
GCB
ABC
GCB
UNC
ABC
GCB
ABC
UNC
ABC
GCB
UNC
GCB
GCB
ABC
GCB
GCB
GCB
GCB
GCB
ABC
ABC
ABC
GCB
GCB
GCB
ABC
MHG
ABC
GCB
UNC
UNC
ABC
ABC
GCB
ABC
ABC
GCB
GCB
MHG
GCB
ABC
UNC
ABC
GCB
UNC
ABC
GCB
GCB
GCB
ABC
GCB
MHG
UNC
ABC
ABC
GCB
GCB
MHG
ABC
UNC
MHG
MHG
MHG
MHG
MHG
MHG
MHG
GCB
MHG
MHG
GCB
GCB
MHG
MHG
ABC
GCB
GCB
GCB
GCB
ABC
GCB
GCB
GCB
ABC
ABC
ABC
UNC
GCB
ABC
ABC
ABC
MHG
MHG
MHG
MHG
MHG
GCB
MHG
MHG
MHG
MHG
GCB
MHG
UNC
GCB
GCB
MHG
